,yo,tu,el/ella,nosotros,vosotros,ellos/ellas
846,rehíce,rehiciste,rehízo,rehicimos,rehicisteis,rehicieron
847,arriesgué,arriesgaste,arriesgó,arriesgamos,arriesgasteis,arriesgaron
848,bromeé,bromeaste,bromeó,bromeamos,bromeasteis,bromearon
849,evalué,evaluaste,evaluó,evaluamos,evaluasteis,evaluaron
850,atrapé,atrapaste,atrapó,atrapamos,atrapasteis,atraparon
851,adscribí,adscribiste,adscribió,adscribimos,adscribisteis,adscribieron
852,arrendé,arrendaste,arrendó,arrendamos,arrendasteis,arrendaron
853,rodeé,rodeaste,rodeó,rodeamos,rodeasteis,rodearon
854,suspendí,suspendiste,suspendió,suspendimos,suspendisteis,suspendieron
855,insulté,insultaste,insultó,insultamos,insultasteis,insultaron
856,supliqué,suplicaste,suplicó,suplicamos,suplicasteis,suplicaron
857,repasé,repasaste,repasó,repasamos,repasasteis,repasaron
858,pudrí o podrí,pudriste o podriste,pudrió o podrió,pudrimos o podrimos,pudristeis o podristeis,pudrieron o podrieron
859,rehuí,rehuiste,rehuyó,rehuimos,rehuisteis,rehuyeron
860,clasifiqué,clasificaste,clasificó,clasificamos,clasificasteis,clasificaron
861,troné,tronaste,tronó,tronamos,tronasteis,tronaron
862,apunté,apuntaste,apuntó,apuntamos,apuntasteis,apuntaron
863,coludí,coludiste,coludió,coludimos,coludisteis,coludieron
864,aprehendí,aprehendiste,aprehendió,aprehendimos,aprehendisteis,aprehendieron
865,agrupé,agrupaste,agrupó,agrupamos,agrupasteis,agruparon
866,llovizné,lloviznaste,lloviznó,lloviznamos,lloviznasteis,lloviznaron
867,asentí,asentiste,asintió,asentimos,asentisteis,asintieron
868,descompuse,descompusiste,descompuso,descompusimos,descompusisteis,descompusieron
869,brillé,brillaste,brilló,brillamos,brillasteis,brillaron
870,adelanté,adelantaste,adelantó,adelantamos,adelantasteis,adelantaron
871,pulí,puliste,pulió,pulimos,pulisteis,pulieron
872,situé,situaste,situó,situamos,situasteis,situaron
873,soplé,soplaste,sopló,soplamos,soplasteis,soplaron
874,involucré,involucraste,involucró,involucramos,involucrasteis,involucraron
875,experimenté,experimentaste,experimentó,experimentamos,experimentasteis,experimentaron
876,provoqué,provocaste,provocó,provocamos,provocasteis,provocaron
877,instalé,instalaste,instaló,instalamos,instalasteis,instalaron
878,reviví,reviviste,revivió,revivimos,revivisteis,revivieron
879,civilicé,civilizaste,civilizó,civilizamos,civilizasteis,civilizaron
880,fragüé,fraguaste,fraguó,fraguamos,fraguasteis,fraguaron
881,recubrí,recubriste,recubrió,recubrimos,recubristeis,recubrieron
882,transformé,transformaste,transformó,transformamos,transformasteis,transformaron
883,desnudé,desnudaste,desnudó,desnudamos,desnudasteis,desnudaron
884,ardí,ardiste,ardió,ardimos,ardisteis,ardieron
885,ensayé,ensayaste,ensayó,ensayamos,ensayasteis,ensayaron
886,frené,frenaste,frenó,frenamos,frenasteis,frenaron
887,circulé,circulaste,circuló,circulamos,circulasteis,circularon
888,estreché,estrechaste,estrechó,estrechamos,estrechasteis,estrecharon
889,aclamé,aclamaste,aclamó,aclamamos,aclamasteis,aclamaron
890,changué,changaste,changó,changamos,changasteis,changaron
891,mimé,mimaste,mimó,mimamos,mimasteis,mimaron
892,salteé,salteaste,salteó,salteamos,salteasteis,saltearon
893,localicé,localizaste,localizó,localizamos,localizasteis,localizaron
894,colé,colaste,coló,colamos,colasteis,colaron
895,escupí,escupiste,escupió,escupimos,escupisteis,escupieron
896,coincidí,coincidiste,coincidió,coincidimos,coincidisteis,coincidieron
897,ronqué,roncaste,roncó,roncamos,roncasteis,roncaron
898,antepuse,antepusiste,antepuso,antepusimos,antepusisteis,antepusieron
899,removí,removiste,removió,removimos,removisteis,removieron
900,brindé,brindaste,brindó,brindamos,brindasteis,brindaron
901,protesté,protestaste,protestó,protestamos,protestasteis,protestaron
902,apuré,apuraste,apuró,apuramos,apurasteis,apuraron
903,entrevisté,entrevistaste,entrevistó,entrevistamos,entrevistasteis,entrevistaron
904,accedí,accediste,accedió,accedimos,accedisteis,accedieron
905,esparcí,esparciste,esparció,esparcimos,esparcisteis,esparcieron
906,burlé,burlaste,burló,burlamos,burlasteis,burlaron
907,aparté,apartaste,apartó,apartamos,apartasteis,apartaron
908,conquisté,conquistaste,conquistó,conquistamos,conquistasteis,conquistaron
909,reproduje,reprodujiste,reprodujo,reprodujimos,reprodujisteis,reprodujeron
910,transmití,transmitiste,transmitió,transmitimos,transmitisteis,transmitieron
911,afirmé,afirmaste,afirmó,afirmamos,afirmasteis,afirmaron
912,progresé,progresaste,progresó,progresamos,progresasteis,progresaron
913,ahorqué,ahorcaste,ahorcó,ahorcamos,ahorcasteis,ahorcaron
914,derroqué,derrocaste,derrocó,derrocamos,derrocasteis,derrocaron
915,rellené,rellenaste,rellenó,rellenamos,rellenasteis,rellenaron
916,alivié,aliviaste,alivió,aliviamos,aliviasteis,aliviaron
917,aplasté,aplastaste,aplastó,aplastamos,aplastasteis,aplastaron
918,presupuse,presupusiste,presupuso,presupusimos,presupusisteis,presupusieron
919,expulsé,expulsaste,expulsó,expulsamos,expulsasteis,expulsaron
920,agaché,agachaste,agachó,agachamos,agachasteis,agacharon
921,asombré,asombraste,asombró,asombramos,asombrasteis,asombraron
922,empaté,empataste,empató,empatamos,empatasteis,empataron
923,coqueteé,coqueteaste,coqueteó,coqueteamos,coqueteasteis,coquetearon
924,invadí,invadiste,invadió,invadimos,invadisteis,invadieron
925,derroté,derrotaste,derrotó,derrotamos,derrotasteis,derrotaron
926,envejecí,envejeciste,envejeció,envejecimos,envejecisteis,envejecieron
927,archivé,archivaste,archivó,archivamos,archivasteis,archivaron
928,arrugué,arrugaste,arrugó,arrugamos,arrugasteis,arrugaron
929,procedí,procediste,procedió,procedimos,procedisteis,procedieron
930,fracasé,fracasaste,fracasó,fracasamos,fracasasteis,fracasaron
931,arrojé,arrojaste,arrojó,arrojamos,arrojasteis,arrojaron
932,chantajeé,chantajeaste,chantajeó,chantajeamos,chantajeasteis,chantajearon
933,programé,programaste,programó,programamos,programasteis,programaron
934,amordacé,amordazaste,amordazó,amordazamos,amordazasteis,amordazaron
935,alabé,alabaste,alabó,alabamos,alabasteis,alabaron
936,encubrí,encubriste,encubrió,encubrimos,encubristeis,encubrieron
937,convoqué,convocaste,convocó,convocamos,convocasteis,convocaron
938,concedí,concediste,concedió,concedimos,concedisteis,concedieron
939,triunfé,triunfaste,triunfó,triunfamos,triunfasteis,triunfaron
940,extravié,extraviaste,extravió,extraviamos,extraviasteis,extraviaron
941,suprimí,suprimiste,suprimió,suprimimos,suprimisteis,suprimieron
942,trasladé,trasladaste,trasladó,trasladamos,trasladasteis,trasladaron
943,contabilicé,contabilizaste,contabilizó,contabilizamos,contabilizasteis,contabilizaron
944,chillé,chillaste,chilló,chillamos,chillasteis,chillaron
945,soporté,soportaste,soportó,soportamos,soportasteis,soportaron
946,tranquilicé,tranquilizaste,tranquilizó,tranquilizamos,tranquilizasteis,tranquilizaron
947,comporté,comportaste,comportó,comportamos,comportasteis,comportaron
948,volqué,volcaste,volcó,volcamos,volcasteis,volcaron
949,devine,deviniste,devino,devinimos,devinisteis,devinieron
950,ensucié,ensuciaste,ensució,ensuciamos,ensuciasteis,ensuciaron
951,coticé,cotizaste,cotizó,cotizamos,cotizasteis,cotizaron
952,sobrevolé,sobrevolaste,sobrevoló,sobrevolamos,sobrevolasteis,sobrevolaron
953,podé,podaste,podó,podamos,podasteis,podaron
954,clarifiqué,clarificaste,clarificó,clarificamos,clarificasteis,clarificaron
955,digerí,digeriste,digirió,digerimos,digeristeis,digirieron
956,auné,aunaste,aunó,aunamos,aunasteis,aunaron
957,apacigüé,apaciguaste,apaciguó,apaciguamos,apaciguasteis,apaciguaron
958,fotografié,fotografiaste,fotografió,fotografiamos,fotografiasteis,fotografiaron
959,serré,serraste,serró,serramos,serrasteis,serraron
960,audité,auditaste,auditó,auditamos,auditasteis,auditaron
961,transbordé,transbordaste,transbordó,transbordamos,transbordasteis,transbordaron
962,planté,plantaste,plantó,plantamos,plantasteis,plantaron
963,solucioné,solucionaste,solucionó,solucionamos,solucionasteis,solucionaron
964,fruncí,frunciste,frunció,fruncimos,fruncisteis,fruncieron
965,serpenteé,serpenteaste,serpenteó,serpenteamos,serpenteasteis,serpentearon
966,alterné,alternaste,alternó,alternamos,alternasteis,alternaron
967,alarmé,alarmaste,alarmó,alarmamos,alarmasteis,alarmaron
968,derivé,derivaste,derivó,derivamos,derivasteis,derivaron
969,ansié,ansiaste,ansió,ansiamos,ansiasteis,ansiaron
970,disfracé,disfrazaste,disfrazó,disfrazamos,disfrazasteis,disfrazaron
971,persistí,persististe,persistió,persistimos,persististeis,persistieron
972,resbalé,resbalaste,resbaló,resbalamos,resbalasteis,resbalaron
973,excité,excitaste,excitó,excitamos,excitasteis,excitaron
974,vomité,vomitaste,vomitó,vomitamos,vomitasteis,vomitaron
975,concordé,concordaste,concordó,concordamos,concordasteis,concordaron
976,exclamé,exclamaste,exclamó,exclamamos,exclamasteis,exclamaron
977,agujereé,agujereaste,agujereó,agujereamos,agujereasteis,agujerearon
978,cojeé,cojeaste,cojeó,cojeamos,cojeasteis,cojearon
979,insinué,insinuaste,insinuó,insinuamos,insinuasteis,insinuaron
980,suscribí,suscribiste,suscribió,suscribimos,suscribisteis,suscribieron
981,culturicé,culturizaste,culturizó,culturizamos,culturizasteis,culturizaron
982,adapté,adaptaste,adaptó,adaptamos,adaptasteis,adaptaron
983,propalé,propalaste,propaló,propalamos,propalasteis,propalaron
984,anoté,anotaste,anotó,anotamos,anotasteis,anotaron
985,acumulé,acumulaste,acumuló,acumulamos,acumulasteis,acumularon
986,desvestí,desvestiste,desvistió,desvestimos,desvestisteis,desvistieron
987,enchufé,enchufaste,enchufó,enchufamos,enchufasteis,enchufaron
988,regenté,regentaste,regentó,regentamos,regentasteis,regentaron
989,diluí,diluiste,diluyó,diluimos,diluisteis,diluyeron
990,retorcí,retorciste,retorció,retorcimos,retorcisteis,retorcieron
991,clavé,clavaste,clavó,clavamos,clavasteis,clavaron
992,cegué,cegaste,cegó,cegamos,cegasteis,cegaron
993,disparé,disparaste,disparó,disparamos,disparasteis,dispararon
994,exporté,exportaste,exportó,exportamos,exportasteis,exportaron
995,persuadí,persuadiste,persuadió,persuadimos,persuadisteis,persuadieron
996,detesté,detestaste,detestó,detestamos,detestasteis,detestaron
997,confluí,confluiste,confluyó,confluimos,confluisteis,confluyeron
998,aguardé,aguardaste,aguardó,aguardamos,aguardasteis,aguardaron
999,compliqué,complicaste,complicó,complicamos,complicasteis,complicaron
1000,renové,renovaste,renovó,renovamos,renovasteis,renovaron
1001,confirmé,confirmaste,confirmó,confirmamos,confirmasteis,confirmaron
1002,arrastré,arrastraste,arrastró,arrastramos,arrastrasteis,arrastraron
1003,matriculé,matriculaste,matriculó,matriculamos,matriculasteis,matricularon
1004,expedí,expediste,expidió,expedimos,expedisteis,expidieron
1005,emocioné,emocionaste,emocionó,emocionamos,emocionasteis,emocionaron
1006,expresé,expresaste,expresó,expresamos,expresasteis,expresaron
1007,presidí,presidiste,presidió,presidimos,presidisteis,presidieron
1008,aflojé,aflojaste,aflojó,aflojamos,aflojasteis,aflojaron
1009,apilé,apilaste,apiló,apilamos,apilasteis,apilaron
1010,sumé,sumaste,sumó,sumamos,sumasteis,sumaron
1011,percibí,percibiste,percibió,percibimos,percibisteis,percibieron
1012,asemejé,asemejaste,asemejó,asemejamos,asemejasteis,asemejaron
1013,agrandé,agrandaste,agrandó,agrandamos,agrandasteis,agrandaron
1014,desvié,desviaste,desvió,desviamos,desviasteis,desviaron
1015,resistí,resististe,resistió,resistimos,resististeis,resistieron
1016,tramité,tramitaste,tramitó,tramitamos,tramitasteis,tramitaron
1017,repuse,repusiste,repuso,repusimos,repusisteis,repusieron
1018,disgusté,disgustaste,disgustó,disgustamos,disgustasteis,disgustaron
1019,estropeé,estropeaste,estropeó,estropeamos,estropeasteis,estropearon
1020,fortalecí,fortaleciste,fortaleció,fortalecimos,fortalecisteis,fortalecieron
1021,accioné,accionaste,accionó,accionamos,accionasteis,accionaron
1022,estrené,estrenaste,estrenó,estrenamos,estrenasteis,estrenaron
1023,desordené,desordenaste,desordenó,desordenamos,desordenasteis,desordenaron
1024,vigilé,vigilaste,vigiló,vigilamos,vigilasteis,vigilaron
1025,formalicé,formalizaste,formalizó,formalizamos,formalizasteis,formalizaron
1026,disputé,disputaste,disputó,disputamos,disputasteis,disputaron
1027,modifiqué,modificaste,modificó,modificamos,modificasteis,modificaron
1028,atestigüé,atestiguaste,atestiguó,atestiguamos,atestiguasteis,atestiguaron
1029,disolví,disolviste,disolvió,disolvimos,disolvisteis,disolvieron
1030,perpetué,perpetuaste,perpetuó,perpetuamos,perpetuasteis,perpetuaron
1031,desobedecí,desobedeciste,desobedeció,desobedecimos,desobedecisteis,desobedecieron
1032,aparenté,aparentaste,aparentó,aparentamos,aparentasteis,aparentaron
1033,empaqueté,empaquetaste,empaquetó,empaquetamos,empaquetasteis,empaquetaron
1034,administré,administraste,administró,administramos,administrasteis,administraron
1035,desprecié,despreciaste,despreció,despreciamos,despreciasteis,despreciaron
1036,rocé,rozaste,rozó,rozamos,rozasteis,rozaron
1037,excusé,excusaste,excusó,excusamos,excusasteis,excusaron
1038,arropé,arropaste,arropó,arropamos,arropasteis,arroparon
1039,cooperé,cooperaste,cooperó,cooperamos,cooperasteis,cooperaron
1040,extraje,extrajiste,extrajo,extrajimos,extrajisteis,extrajeron
1041,etiqueté,etiquetaste,etiquetó,etiquetamos,etiquetasteis,etiquetaron
1042,centrifugué,centrifugaste,centrifugó,centrifugamos,centrifugasteis,centrifugaron
1043,contemplé,contemplaste,contempló,contemplamos,contemplasteis,contemplaron
1044,pinché,pinchaste,pinchó,pinchamos,pinchasteis,pincharon
1045,amarré,amarraste,amarró,amarramos,amarrasteis,amarraron
1046,transcurrí,transcurriste,transcurrió,transcurrimos,transcurristeis,transcurrieron
1047,disuadí,disuadiste,disuadió,disuadimos,disuadisteis,disuadieron
1048,compelí,compeliste,compelió,compelimos,compelisteis,compelieron
1049,cavé,cavaste,cavó,cavamos,cavasteis,cavaron
1050,aceité,aceitaste,aceitó,aceitamos,aceitasteis,aceitaron
1051,extenué,extenuaste,extenuó,extenuamos,extenuasteis,extenuaron
1052,aficioné,aficionaste,aficionó,aficionamos,aficionasteis,aficionaron
1053,esculpí,esculpiste,esculpió,esculpimos,esculpisteis,esculpieron
1054,resumí,resumiste,resumió,resumimos,resumisteis,resumieron
1055,amueblé,amueblaste,amuebló,amueblamos,amueblasteis,amueblaron
1056,asocié,asociaste,asoció,asociamos,asociasteis,asociaron
1057,tamicé,tamizaste,tamizó,tamizamos,tamizasteis,tamizaron
1058,achicharré,achicharraste,achicharró,achicharramos,achicharrasteis,achicharraron
1059,alargué,alargaste,alargó,alargamos,alargasteis,alargaron
1060,abundé,abundaste,abundó,abundamos,abundasteis,abundaron
1061,multipliqué,multiplicaste,multiplicó,multiplicamos,multiplicasteis,multiplicaron
1062,concentré,concentraste,concentró,concentramos,concentrasteis,concentraron
1063,trabé,trabaste,trabó,trabamos,trabasteis,trabaron
1064,exhibí,exhibiste,exhibió,exhibimos,exhibisteis,exhibieron
1065,acrisolé,acrisolaste,acrisoló,acrisolamos,acrisolasteis,acrisolaron
1066,prescribí,prescribiste,prescribió,prescribimos,prescribisteis,prescribieron
1067,amontoné,amontonaste,amontonó,amontonamos,amontonasteis,amontonaron
1068,circunscribí,circunscribiste,circunscribió,circunscribimos,circunscribisteis,circunscribieron
1069,cualifiqué,cualificaste,cualificó,cualificamos,cualificasteis,cualificaron
1070,dicté,dictaste,dictó,dictamos,dictasteis,dictaron
1071,diferencié,diferenciaste,diferenció,diferenciamos,diferenciasteis,diferenciaron
1072,susurré,susurraste,susurró,susurramos,susurrasteis,susurraron
1073,castré,castraste,castró,castramos,castrasteis,castraron
1074,relacioné,relacionaste,relacionó,relacionamos,relacionasteis,relacionaron
1075,censé,censaste,censó,censamos,censasteis,censaron
1076,agobié,agobiaste,agobió,agobiamos,agobiasteis,agobiaron
1077,sesgué,sesgaste,sesgó,sesgamos,sesgasteis,sesgaron
1078,reventé,reventaste,reventó,reventamos,reventasteis,reventaron
1079,destrocé,destrozaste,destrozó,destrozamos,destrozasteis,destrozaron
1080,aseé,aseaste,aseó,aseamos,aseasteis,asearon
1081,pervertí,pervertiste,pervirtió,pervertimos,pervertisteis,pervirtieron
1082,acuchillé,acuchillaste,acuchilló,acuchillamos,acuchillasteis,acuchillaron
1083,curioseé,curioseaste,curioseó,curioseamos,curioseasteis,curiosearon
1084,trasteé,trasteaste,trasteó,trasteamos,trasteasteis,trastearon
1085,propagué,propagaste,propagó,propagamos,propagasteis,propagaron
1086,emprendí,emprendiste,emprendió,emprendimos,emprendisteis,emprendieron
1087,infecté,infectaste,infectó,infectamos,infectasteis,infectaron
1088,pronostiqué,pronosticaste,pronosticó,pronosticamos,pronosticasteis,pronosticaron
1089,encogí,encogiste,encogió,encogimos,encogisteis,encogieron
1090,asimilé,asimilaste,asimiló,asimilamos,asimilasteis,asimilaron
1091,tumbé,tumbaste,tumbó,tumbamos,tumbasteis,tumbaron
1092,boxeé,boxeaste,boxeó,boxeamos,boxeasteis,boxearon
1093,apesté,apestaste,apestó,apestamos,apestasteis,apestaron
1094,desplacé,desplazaste,desplazó,desplazamos,desplazasteis,desplazaron
1095,transcribí,transcribiste,transcribió,transcribimos,transcribisteis,transcribieron
1096,atrasé,atrasaste,atrasó,atrasamos,atrasasteis,atrasaron
1097,alboroté,alborotaste,alborotó,alborotamos,alborotasteis,alborotaron
1098,retrasé,retrasaste,retrasó,retrasamos,retrasasteis,retrasaron
1099,retribuí,retribuiste,retribuyó,retribuimos,retribuisteis,retribuyeron
1100,reelegí,reelegiste,reeligió,reelegimos,reelegisteis,reeligieron
1101,descentralicé,descentralizaste,descentralizó,descentralizamos,descentralizasteis,descentralizaron
1102,soborné,sobornaste,sobornó,sobornamos,sobornasteis,sobornaron
1103,desconté,descontaste,descontó,descontamos,descontasteis,descontaron
1104,designé,designaste,designó,designamos,designasteis,designaron
1105,alteré,alteraste,alteró,alteramos,alterasteis,alteraron
1106,desconecté,desconectaste,desconectó,desconectamos,desconectasteis,desconectaron
1107,excedí,excediste,excedió,excedimos,excedisteis,excedieron
1108,desvarié,desvariaste,desvarió,desvariamos,desvariasteis,desvariaron
1109,alerté,alertaste,alertó,alertamos,alertasteis,alertaron
1110,sujeté,sujetaste,sujetó,sujetamos,sujetasteis,sujetaron
1111,puncé,punzaste,punzó,punzamos,punzasteis,punzaron
1112,asesoré,asesoraste,asesoró,asesoramos,asesorasteis,asesoraron
1113,estremecí,estremeciste,estremeció,estremecimos,estremecisteis,estremecieron
1114,presumí,presumiste,presumió,presumimos,presumisteis,presumieron
1115,descuidé,descuidaste,descuidó,descuidamos,descuidasteis,descuidaron
1116,profeticé,profetizaste,profetizó,profetizamos,profetizasteis,profetizaron
1117,enuncié,enunciaste,enunció,enunciamos,enunciasteis,enunciaron
1118,destituí,destituiste,destituyó,destituimos,destituisteis,destituyeron
1119,desaprobé,desaprobaste,desaprobó,desaprobamos,desaprobasteis,desaprobaron
1120,sobrepuse,sobrepusiste,sobrepuso,sobrepusimos,sobrepusisteis,sobrepusieron
1121,descalcé,descalzaste,descalzó,descalzamos,descalzasteis,descalzaron
1122,murmuré,murmuraste,murmuró,murmuramos,murmurasteis,murmuraron
1123,truqué,trucaste,trucó,trucamos,trucasteis,trucaron
1124,comparecí,compareciste,compareció,comparecimos,comparecisteis,comparecieron
1125,derribé,derribaste,derribó,derribamos,derribasteis,derribaron
1126,originé,originaste,originó,originamos,originasteis,originaron
1127,contrasté,contrastaste,contrastó,contrastamos,contrastasteis,contrastaron
1128,restringí,restringiste,restringió,restringimos,restringisteis,restringieron
1129,loé,loaste,loó,loamos,loasteis,loaron
1130,predispuse,predispusiste,predispuso,predispusimos,predispusisteis,predispusieron
1131,proscribí,proscribiste,proscribió,proscribimos,proscribisteis,proscribieron
1132,argumenté,argumentaste,argumentó,argumentamos,argumentasteis,argumentaron
1133,destapé,destapaste,destapó,destapamos,destapasteis,destaparon
1134,excavé,excavaste,excavó,excavamos,excavasteis,excavaron
1135,retrocedí,retrocediste,retrocedió,retrocedimos,retrocedisteis,retrocedieron
1136,presioné,presionaste,presionó,presionamos,presionasteis,presionaron
1137,turbé,turbaste,turbó,turbamos,turbasteis,turbaron
1138,ambicioné,ambicionaste,ambicionó,ambicionamos,ambicionasteis,ambicionaron
1139,transporté,transportaste,transportó,transportamos,transportasteis,transportaron
1140,revolucioné,revolucionaste,revolucionó,revolucionamos,revolucionasteis,revolucionaron
1141,supervisé,supervisaste,supervisó,supervisamos,supervisasteis,supervisaron
1142,repinté,repintaste,repintó,repintamos,repintasteis,repintaron
1143,lloriqueé,lloriqueaste,lloriqueó,lloriqueamos,lloriqueasteis,lloriquearon
1144,exfolié,exfoliaste,exfolió,exfoliamos,exfoliasteis,exfoliaron
1145,acedé,acedaste,acedó,acedamos,acedasteis,acedaron
1146,engrosé,engrosaste,engrosó,engrosamos,engrosasteis,engrosaron
1147,desenfadé,desenfadaste,desenfadó,desenfadamos,desenfadasteis,desenfadaron
1148,fomenté,fomentaste,fomentó,fomentamos,fomentasteis,fomentaron
1149,rutilé,rutilaste,rutiló,rutilamos,rutilasteis,rutilaron
1150,vislumbré,vislumbraste,vislumbró,vislumbramos,vislumbrasteis,vislumbraron
1151,rotulé,rotulaste,rotuló,rotulamos,rotulasteis,rotularon
1152,planteé,planteaste,planteó,planteamos,planteasteis,plantearon
1153,permuté,permutaste,permutó,permutamos,permutasteis,permutaron
1154,indigné,indignaste,indignó,indignamos,indignasteis,indignaron
1155,recusé,recusaste,recusó,recusamos,recusasteis,recusaron
1156,intensifiqué,intensificaste,intensificó,intensificamos,intensificasteis,intensificaron
1157,excreté,excretaste,excretó,excretamos,excretasteis,excretaron
1158,conllevé,conllevaste,conllevó,conllevamos,conllevasteis,conllevaron
1159,interpuse,interpusiste,interpuso,interpusimos,interpusisteis,interpusieron
1160,desistí,desististe,desistió,desistimos,desististeis,desistieron
1161,aturrullé,aturrullaste,aturrulló,aturrullamos,aturrullasteis,aturrullaron
1162,desanduve,desanduviste,desanduvo,desanduvimos,desanduvisteis,desanduvieron
1163,resguardé,resguardaste,resguardó,resguardamos,resguardasteis,resguardaron
1164,conceptué,conceptuaste,conceptuó,conceptuamos,conceptuasteis,conceptuaron
1165,restablecí,restableciste,restableció,restablecimos,restablecisteis,restablecieron
1166,superpuse,superpusiste,superpuso,superpusimos,superpusisteis,superpusieron
1167,amparé,amparaste,amparó,amparamos,amparasteis,ampararon
1168,enmendé,enmendaste,enmendó,enmendamos,enmendasteis,enmendaron
1169,escurrí,escurriste,escurrió,escurrimos,escurristeis,escurrieron
1170,exhalé,exhalaste,exhaló,exhalamos,exhalasteis,exhalaron
1171,exageré,exageraste,exageró,exageramos,exagerasteis,exageraron
1172,plumeé,plumeaste,plumeó,plumeamos,plumeasteis,plumearon
1173,enganché,enganchaste,enganchó,enganchamos,enganchasteis,engancharon
1174,enturbié,enturbiaste,enturbió,enturbiamos,enturbiasteis,enturbiaron
1175,desagradé,desagradaste,desagradó,desagradamos,desagradasteis,desagradaron
1176,reformé,reformaste,reformó,reformamos,reformasteis,reformaron
1177,descifré,descifraste,descifró,desciframos,descifrasteis,descifraron
1178,desempolvé,desempolvaste,desempolvó,desempolvamos,desempolvasteis,desempolvaron
1179,reforcé,reforzaste,reforzó,reforzamos,reforzasteis,reforzaron
1180,repercutí,repercutiste,repercutió,repercutimos,repercutisteis,repercutieron
1181,preservé,preservaste,preservó,preservamos,preservasteis,preservaron
1182,exhumé,exhumaste,exhumó,exhumamos,exhumasteis,exhumaron
1183,eructé,eructaste,eructó,eructamos,eructasteis,eructaron
1184,regeneré,regeneraste,regeneró,regeneramos,regenerasteis,regeneraron
1185,precedí,precediste,precedió,precedimos,precedisteis,precedieron
1186,unté,untaste,untó,untamos,untasteis,untaron
1187,enrollé,enrollaste,enrolló,enrollamos,enrollasteis,enrollaron
1188,consolidé,consolidaste,consolidó,consolidamos,consolidasteis,consolidaron
1189,ensanché,ensanchaste,ensanchó,ensanchamos,ensanchasteis,ensancharon
1190,tripulé,tripulaste,tripuló,tripulamos,tripulasteis,tripularon
1191,rebocé,rebozaste,rebozó,rebozamos,rebozasteis,rebozaron
1192,coloreé,coloreaste,coloreó,coloreamos,coloreasteis,colorearon
1193,profané,profanaste,profanó,profanamos,profanasteis,profanaron
1194,entubé,entubaste,entubó,entubamos,entubasteis,entubaron
1195,trasvasé,trasvasaste,trasvasó,trasvasamos,trasvasasteis,trasvasaron
1196,desenrosqué,desenroscaste,desenroscó,desenroscamos,desenroscasteis,desenroscaron
1197,serruché,serruchaste,serruchó,serruchamos,serruchasteis,serrucharon
1198,resoplé,resoplaste,resopló,resoplamos,resoplasteis,resoplaron
1199,derroché,derrochaste,derrochó,derrochamos,derrochasteis,derrocharon
1200,exprimí,exprimiste,exprimió,exprimimos,exprimisteis,exprimieron
1201,derrumbé,derrumbaste,derrumbó,derrumbamos,derrumbasteis,derrumbaron
1202,sobresalté,sobresaltaste,sobresaltó,sobresaltamos,sobresaltasteis,sobresaltaron
1203,desperdigué,desperdigaste,desperdigó,desperdigamos,desperdigasteis,desperdigaron
1204,sobrescribí,sobrescribiste,sobrescribió,sobrescribimos,sobrescribisteis,sobrescribieron
1205,desenganché,desenganchaste,desenganchó,desenganchamos,desenganchasteis,desengancharon
1206,equilibré,equilibraste,equilibró,equilibramos,equilibrasteis,equilibraron
1207,lamí,lamiste,lamió,lamimos,lamisteis,lamieron
1208,expectoré,expectoraste,expectoró,expectoramos,expectorasteis,expectoraron
1209,exoneré,exoneraste,exoneró,exoneramos,exonerasteis,exoneraron
1210,trituré,trituraste,trituró,trituramos,triturasteis,trituraron
1211,dañé,dañaste,dañó,dañamos,dañasteis,dañaron
1212,chorreé,chorreaste,chorreó,chorreamos,chorreasteis,chorrearon
1213,cuajé,cuajaste,cuajó,cuajamos,cuajasteis,cuajaron
1214,embarré,embarraste,embarró,embarramos,embarrasteis,embarraron
1215,espesé,espesaste,espesó,espesamos,espesasteis,espesaron
1216,teñí,teñiste,tiñó,teñimos,teñisteis,tiñeron
1217,reñí,reñiste,riñó,reñimos,reñisteis,riñeron
1218,aliñé,aliñaste,aliñó,aliñamos,aliñasteis,aliñaron
1219,mosqueé,mosqueaste,mosqueó,mosqueamos,mosqueasteis,mosquearon
1220,culpé,culpaste,culpó,culpamos,culpasteis,culparon
1221,señalé,señalaste,señaló,señalamos,señalasteis,señalaron
1222,engañé,engañaste,engañó,engañamos,engañasteis,engañaron
1223,añoré,añoraste,añoró,añoramos,añorasteis,añoraron
1224,diseñé,diseñaste,diseñó,diseñamos,diseñasteis,diseñaron
1225,escaldé,escaldaste,escaldó,escaldamos,escaldasteis,escaldaron
1226,apuñalé,apuñalaste,apuñaló,apuñalamos,apuñalasteis,apuñalaron
1227,desempeñé,desempeñaste,desempeñó,desempeñamos,desempeñasteis,desempeñaron
1228,regañé,regañaste,regañó,regañamos,regañasteis,regañaron
1229,entrañé,entrañaste,entrañó,entrañamos,entrañasteis,entrañaron
1230,reseñé,reseñaste,reseñó,reseñamos,reseñasteis,reseñaron
