,yo,tu,el/ella,nosotros,vosotros,ellos/ellas
321,compitiera o compitiese,compitieras o compitieses,compitiera o compitiese,compitiéramos o compitiésemos,compitierais o compitieseis,compitieran o compitiesen
322,chocara o chocase,chocaras o chocases,chocara o chocase,chocáramos o chocásemos,chocarais o chocaseis,chocaran o chocasen
323,ordenara u ordenase,ordenaras u ordenases,ordenara u ordenase,ordenáramos u ordenásemos,ordenarais u ordenaseis,ordenaran u ordenasen
324,marcara o marcase,marcaras o marcases,marcara o marcase,marcáramos o marcásemos,marcarais o marcaseis,marcaran o marcasen
325,averiguara o averiguase,averiguaras o averiguases,averiguara o averiguase,averiguáramos o averiguásemos,averiguarais o averiguaseis,averiguaran o averiguasen
326,demostrara o demostrase,demostraras o demostrases,demostrara o demostrase,demostráramos o demostrásemos,demostrarais o demostraseis,demostraran o demostrasen
327,cancelara o cancelase,cancelaras o cancelases,cancelara o cancelase,canceláramos o cancelásemos,cancelarais o cancelaseis,cancelaran o cancelasen
328,convirtiera o convirtiese,convirtieras o convirtieses,convirtiera o convirtiese,convirtiéramos o convirtiésemos,convirtierais o convirtieseis,convirtieran o convirtiesen
329,lanzara o lanzase,lanzaras o lanzases,lanzara o lanzase,lanzáramos o lanzásemos,lanzarais o lanzaseis,lanzaran o lanzasen
330,acercara o acercase,acercaras o acercases,acercara o acercase,acercáramos o acercásemos,acercarais o acercaseis,acercaran o acercasen
331,pintara o pintase,pintaras o pintases,pintara o pintase,pintáramos o pintásemos,pintarais o pintaseis,pintaran o pintasen
332,afeitara o afeitase,afeitaras o afeitases,afeitara o afeitase,afeitáramos o afeitásemos,afeitarais o afeitaseis,afeitaran o afeitasen
333,escondiera o escondiese,escondieras o escondieses,escondiera o escondiese,escondiéramos o escondiésemos,escondierais o escondieseis,escondieran o escondiesen
334,pegara o pegase,pegaras o pegases,pegara o pegase,pegáramos o pegásemos,pegarais o pegaseis,pegaran o pegasen
335,enfocara o enfocase,enfocaras o enfocases,enfocara o enfocase,enfocáramos o enfocásemos,enfocarais o enfocaseis,enfocaran o enfocasen
336,aboliera o aboliese,abolieras o abolieses,aboliera o aboliese,aboliéramos o aboliésemos,abolierais o abolieseis,abolieran o aboliesen
337,coligiera o coligiese,coligieras o coligieses,coligiera o coligiese,coligiéramos o coligiésemos,coligierais o coligieseis,coligieran o coligiesen
338,gimiera o gimiese,gimieras o gimieses,gimiera o gimiese,gimiéramos o gimiésemos,gimierais o gimieseis,gimieran o gimiesen
339,abstuviera o abstuviese,abstuvieras o abstuvieses,abstuviera o abstuviese,abstuviéramos o abstuviésemos,abstuvierais o abstuvieseis,abstuvieran o abstuviesen
340,alquilara o alquilase,alquilaras o alquilases,alquilara o alquilase,alquiláramos o alquilásemos,alquilarais o alquilaseis,alquilaran o alquilasen
341,kilometrara o kilometrase,kilometraras o kilometrases,kilometrara o kilometrase,kilometráramos o kilometrásemos,kilometrarais o kilometraseis,kilometraran o kilometrasen
342,apoyara o apoyase,apoyaras o apoyases,apoyara o apoyase,apoyáramos o apoyásemos,apoyarais o apoyaseis,apoyaran o apoyasen
343,esquiara o esquiase,esquiaras o esquiases,esquiara o esquiase,esquiáramos o esquiásemos,esquiarais o esquiaseis,esquiaran o esquiasen
344,amenazara o amenazase,amenazaras o amenazases,amenazara o amenazase,amenazáramos o amenazásemos,amenazarais o amenazaseis,amenazaran o amenazasen
345,avisara o avisase,avisaras o avisases,avisara o avisase,avisáramos o avisásemos,avisarais o avisaseis,avisaran o avisasen
346,planeara o planease,planearas o planeases,planeara o planease,planeáramos o planeásemos,planearais o planeaseis,planearan o planeasen
347,abocara o abocase,abocaras o abocases,abocara o abocase,abocáramos o abocásemos,abocarais o abocaseis,abocaran o abocasen
348,desapareciera o desapareciese,desaparecieras o desaparecieses,desapareciera o desapareciese,desapareciéramos o desapareciésemos,desaparecierais o desaparecieseis,desaparecieran o desapareciesen
349,cargara o cargase,cargaras o cargases,cargara o cargase,cargáramos o cargásemos,cargarais o cargaseis,cargaran o cargasen
350,abarcara o abarcase,abarcaras o abarcases,abarcara o abarcase,abarcáramos o abarcásemos,abarcarais o abarcaseis,abarcaran o abarcasen
351,abofeteara o abofetease,abofetearas o abofeteases,abofeteara o abofetease,abofeteáramos o abofeteásemos,abofetearais o abofeteaseis,abofetearan o abofeteasen
352,borrara o borrase,borraras o borrases,borrara o borrase,borráramos o borrásemos,borrarais o borraseis,borraran o borrasen
353,atendiera o atendiese,atendieras o atendieses,atendiera o atendiese,atendiéramos o atendiésemos,atendierais o atendieseis,atendieran o atendiesen
354,abdicara o abdicase,abdicaras o abdicases,abdicara o abdicase,abdicáramos o abdicásemos,abdicarais o abdicaseis,abdicaran o abdicasen
355,ocupara u ocupase,ocuparas u ocupases,ocupara u ocupase,ocupáramos u ocupásemos,ocuparais u ocupaseis,ocuparan u ocupasen
356,guiara o guiase,guiaras o guiases,guiara o guiase,guiáramos o guiásemos,guiarais o guiaseis,guiaran o guiasen
357,propusiera o propusiese,propusieras o propusieses,propusiera o propusiese,propusiéramos o propusiésemos,propusierais o propusieseis,propusieran o propusiesen
358,abasteciera o abasteciese,abastecieras o abastecieses,abasteciera o abasteciese,abasteciéramos o abasteciésemos,abastecierais o abastecieseis,abastecieran o abasteciesen
359,tosiera o tosiese,tosieras o tosieses,tosiera o tosiese,tosiéramos o tosiésemos,tosierais o tosieseis,tosieran o tosiesen
360,aterrizara o aterrizase,aterrizaras o aterrizases,aterrizara o aterrizase,aterrizáramos o aterrizásemos,aterrizarais o aterrizaseis,aterrizaran o aterrizasen
361,definiera o definiese,definieras o definieses,definiera o definiese,definiéramos o definiésemos,definierais o definieseis,definieran o definiesen
362,calificara o calificase,calificaras o calificases,calificara o calificase,calificáramos o calificásemos,calificarais o calificaseis,calificaran o calificasen
363,describiera o describiese,describieras o describieses,describiera o describiese,describiéramos o describiésemos,describierais o describieseis,describieran o describiesen
364,dependiera o dependiese,dependieras o dependieses,dependiera o dependiese,dependiéramos o dependiésemos,dependierais o dependieseis,dependieran o dependiesen
365,xerocopiara o xerocopiase,xerocopiaras o xerocopiases,xerocopiara o xerocopiase,xerocopiáramos o xerocopiásemos,xerocopiarais o xerocopiaseis,xerocopiaran o xerocopiasen
366,deletreara o deletrease,deletrearas o deletreases,deletreara o deletrease,deletreáramos o deletreásemos,deletrearais o deletreaseis,deletrearan o deletreasen
367,opusiera u opusiese,opusieras u opusieses,opusiera u opusiese,opusiéramos u opusiésemos,opusierais u opusieseis,opusieran u opusiesen
368,cabalgara o cabalgase,cabalgaras o cabalgases,cabalgara o cabalgase,cabalgáramos o cabalgásemos,cabalgarais o cabalgaseis,cabalgaran o cabalgasen
369,aprovechara o aprovechase,aprovecharas o aprovechases,aprovechara o aprovechase,aprovecháramos o aprovechásemos,aprovecharais o aprovechaseis,aprovecharan o aprovechasen
370,golpeara o golpease,golpearas o golpeases,golpeara o golpease,golpeáramos o golpeásemos,golpearais o golpeaseis,golpearan o golpeasen
371,alcanzara o alcanzase,alcanzaras o alcanzases,alcanzara o alcanzase,alcanzáramos o alcanzásemos,alcanzarais o alcanzaseis,alcanzaran o alcanzasen
372,beneficiara o beneficiase,beneficiaras o beneficiases,beneficiara o beneficiase,beneficiáramos o beneficiásemos,beneficiarais o beneficiaseis,beneficiaran o beneficiasen
373,cepillara o cepillase,cepillaras o cepillases,cepillara o cepillase,cepilláramos o cepillásemos,cepillarais o cepillaseis,cepillaran o cepillasen
374,gobernara o gobernase,gobernaras o gobernases,gobernara o gobernase,gobernáramos o gobernásemos,gobernarais o gobernaseis,gobernaran o gobernasen
375,mordiera o mordiese,mordieras o mordieses,mordiera o mordiese,mordiéramos o mordiésemos,mordierais o mordieseis,mordieran o mordiesen
376,abonara o abonase,abonaras o abonases,abonara o abonase,abonáramos o abonásemos,abonarais o abonaseis,abonaran o abonasen
377,sembrara o sembrase,sembraras o sembrases,sembrara o sembrase,sembráramos o sembrásemos,sembrarais o sembraseis,sembraran o sembrasen
378,transfiriera o transfiriese,transfirieras o transfirieses,transfiriera o transfiriese,transfiriéramos o transfiriésemos,transfirierais o transfirieseis,transfirieran o transfiriesen
379,colocara o colocase,colocaras o colocases,colocara o colocase,colocáramos o colocásemos,colocarais o colocaseis,colocaran o colocasen
380,colocara o colocase,colocaras o colocases,colocara o colocase,colocáramos o colocásemos,colocarais o colocaseis,colocaran o colocasen
381,juzgara o juzgase,juzgaras o juzgases,juzgara o juzgase,juzgáramos o juzgásemos,juzgarais o juzgaseis,juzgaran o juzgasen
382,prohibiera o prohibiese,prohibieras o prohibieses,prohibiera o prohibiese,prohibiéramos o prohibiésemos,prohibierais o prohibieseis,prohibieran o prohibiesen
383,detuviera o detuviese,detuvieras o detuvieses,detuviera o detuviese,detuviéramos o detuviésemos,detuvierais o detuvieseis,detuvieran o detuviesen
384,publicara o publicase,publicaras o publicases,publicara o publicase,publicáramos o publicásemos,publicarais o publicaseis,publicaran o publicasen
385,malgastara o malgastase,malgastaras o malgastases,malgastara o malgastase,malgastáramos o malgastásemos,malgastarais o malgastaseis,malgastaran o malgastasen
386,madrugara o madrugase,madrugaras o madrugases,madrugara o madrugase,madrugáramos o madrugásemos,madrugarais o madrugaseis,madrugaran o madrugasen
387,enamorara o enamorase,enamoraras o enamorases,enamorara o enamorase,enamoráramos o enamorásemos,enamorarais o enamoraseis,enamoraran o enamorasen
388,regalara o regalase,regalaras o regalases,regalara o regalase,regaláramos o regalásemos,regalarais o regalaseis,regalaran o regalasen
389,imaginara o imaginase,imaginaras o imaginases,imaginara o imaginase,imagináramos o imaginásemos,imaginarais o imaginaseis,imaginaran o imaginasen
390,mejorara o mejorase,mejoraras o mejorases,mejorara o mejorase,mejoráramos o mejorásemos,mejorarais o mejoraseis,mejoraran o mejorasen
391,padeciera o padeciese,padecieras o padecieses,padeciera o padeciese,padeciéramos o padeciésemos,padecierais o padecieseis,padecieran o padeciesen
392,fascinara o fascinase,fascinaras o fascinases,fascinara o fascinase,fascináramos o fascinásemos,fascinarais o fascinaseis,fascinaran o fascinasen
393,adquiriera o adquiriese,adquirieras o adquirieses,adquiriera o adquiriese,adquiriéramos o adquiriésemos,adquirierais o adquirieseis,adquirieran o adquiriesen
394,zampara o zampase,zamparas o zampases,zampara o zampase,zampáramos o zampásemos,zamparais o zampaseis,zamparan o zampasen
395,abominara o abominase,abominaras o abominases,abominara o abominase,abomináramos o abominásemos,abominarais o abominaseis,abominaran o abominasen
396,jurara o jurase,juraras o jurases,jurara o jurase,juráramos o jurásemos,jurarais o juraseis,juraran o jurasen
397,dudara o dudase,dudaras o dudases,dudara o dudase,dudáramos o dudásemos,dudarais o dudaseis,dudaran o dudasen
398,persiguiera o persiguiese,persiguieras o persiguieses,persiguiera o persiguiese,persiguiéramos o persiguiésemos,persiguierais o persiguieseis,persiguieran o persiguiesen
399,maquillara o maquillase,maquillaras o maquillases,maquillara o maquillase,maquilláramos o maquillásemos,maquillarais o maquillaseis,maquillaran o maquillasen
400,bautizara o bautizase,bautizaras o bautizases,bautizara o bautizase,bautizáramos o bautizásemos,bautizarais o bautizaseis,bautizaran o bautizasen
401,jubilara o jubilase,jubilaras o jubilases,jubilara o jubilase,jubiláramos o jubilásemos,jubilarais o jubilaseis,jubilaran o jubilasen
402,rechazara o rechazase,rechazaras o rechazases,rechazara o rechazase,rechazáramos o rechazásemos,rechazarais o rechazaseis,rechazaran o rechazasen
403,introdujera o introdujese,introdujeras o introdujeses,introdujera o introdujese,introdujéramos o introdujésemos,introdujerais o introdujeseis,introdujeran o introdujesen
404,bienquisiera o bienquisiese,bienquisieras o bienquisieses,bienquisiera o bienquisiese,bienquisiéramos o bienquisiésemos,bienquisierais o bienquisieseis,bienquisieran o bienquisiesen
405,impusiera o impusiese,impusieras o impusieses,impusiera o impusiese,impusiéramos o impusiésemos,impusierais o impusieseis,impusieran o impusiesen
406,bastara o bastase,bastaras o bastases,bastara o bastase,bastáramos o bastásemos,bastarais o bastaseis,bastaran o bastasen
407,obligara u obligase,obligaras u obligases,obligara u obligase,obligáramos u obligásemos,obligarais u obligaseis,obligaran u obligasen
408,confiara o confiase,confiaras o confiases,confiara o confiase,confiáramos o confiásemos,confiarais o confiaseis,confiaran o confiasen
409,temblara o temblase,temblaras o temblases,temblara o temblase,tembláramos o temblásemos,temblarais o temblaseis,temblaran o temblasen
410,perteneciera o perteneciese,pertenecieras o pertenecieses,perteneciera o perteneciese,perteneciéramos o perteneciésemos,pertenecierais o pertenecieseis,pertenecieran o perteneciesen
411,eliminara o eliminase,eliminaras o eliminases,eliminara o eliminase,elimináramos o eliminásemos,eliminarais o eliminaseis,eliminaran o eliminasen
412,confesara o confesase,confesaras o confesases,confesara o confesase,confesáramos o confesásemos,confesarais o confesaseis,confesaran o confesasen
413,percatara o percatase,percataras o percatases,percatara o percatase,percatáramos o percatásemos,percatarais o percataseis,percataran o percatasen
414,enfriara o enfriase,enfriaras o enfriases,enfriara o enfriase,enfriáramos o enfriásemos,enfriarais o enfriaseis,enfriaran o enfriasen
415,grabara o grabase,grabaras o grabases,grabara o grabase,grabáramos o grabásemos,grabarais o grabaseis,grabaran o grabasen
416,pelara o pelase,pelaras o pelases,pelara o pelase,peláramos o pelásemos,pelarais o pelaseis,pelaran o pelasen
417,identificara o identificase,identificaras o identificases,identificara o identificase,identificáramos o identificásemos,identificarais o identificaseis,identificaran o identificasen
418,distinguiera o distinguiese,distinguieras o distinguieses,distinguiera o distinguiese,distinguiéramos o distinguiésemos,distinguierais o distinguieseis,distinguieran o distinguiesen
419,abaratara o abaratase,abarataras o abaratases,abaratara o abaratase,abaratáramos o abaratásemos,abaratarais o abarataseis,abarataran o abaratasen
420,molestara o molestase,molestaras o molestases,molestara o molestase,molestáramos o molestásemos,molestarais o molestaseis,molestaran o molestasen
421,atravesara o atravesase,atravesaras o atravesases,atravesara o atravesase,atravesáramos o atravesásemos,atravesarais o atravesaseis,atravesaran o atravesasen
422,distribuyera o distribuyese,distribuyeras o distribuyeses,distribuyera o distribuyese,distribuyéramos o distribuyésemos,distribuyerais o distribuyeseis,distribuyeran o distribuyesen
423,machacara o machacase,machacaras o machacases,machacara o machacase,machacáramos o machacásemos,machacarais o machacaseis,machacaran o machacasen
424,importara o importase,importaras o importases,importara o importase,importáramos o importásemos,importarais o importaseis,importaran o importasen
425,fabricara o fabricase,fabricaras o fabricases,fabricara o fabricase,fabricáramos o fabricásemos,fabricarais o fabricaseis,fabricaran o fabricasen
426,atara o atase,ataras o atases,atara o atase,atáramos o atásemos,atarais o ataseis,ataran o atasen
427,observara u observase,observaras u observases,observara u observase,observáramos u observásemos,observarais u observaseis,observaran u observasen
428,bloqueara o bloquease,bloquearas o bloqueases,bloqueara o bloquease,bloqueáramos o bloqueásemos,bloquearais o bloqueaseis,bloquearan o bloqueasen
429,yuxtapusiera o yuxtapusiese,yuxtapusieras o yuxtapusieses,yuxtapusiera o yuxtapusiese,yuxtapusiéramos o yuxtapusiésemos,yuxtapusierais o yuxtapusieseis,yuxtapusieran o yuxtapusiesen
430,atreviera o atreviese,atrevieras o atrevieses,atreviera o atreviese,atreviéramos o atreviésemos,atrevierais o atrevieseis,atrevieran o atreviesen
431,decorara o decorase,decoraras o decorases,decorara o decorase,decoráramos o decorásemos,decorarais o decoraseis,decoraran o decorasen
432,bostezara o bostezase,bostezaras o bostezases,bostezara o bostezase,bostezáramos o bostezásemos,bostezarais o bostezaseis,bostezaran o bostezasen
433,avanzara o avanzase,avanzaras o avanzases,avanzara o avanzase,avanzáramos o avanzásemos,avanzarais o avanzaseis,avanzaran o avanzasen
434,revolviera o revolviese,revolvieras o revolvieses,revolviera o revolviese,revolviéramos o revolviésemos,revolvierais o revolvieseis,revolvieran o revolviesen
435,comentara o comentase,comentaras o comentases,comentara o comentase,comentáramos o comentásemos,comentarais o comentaseis,comentaran o comentasen
436,nombrara o nombrase,nombraras o nombrases,nombrara o nombrase,nombráramos o nombrásemos,nombrarais o nombraseis,nombraran o nombrasen
437,fregara o fregase,fregaras o fregases,fregara o fregase,fregáramos o fregásemos,fregarais o fregaseis,fregaran o fregasen
438,fallara o fallase,fallaras o fallases,fallara o fallase,falláramos o fallásemos,fallarais o fallaseis,fallaran o fallasen
439,relajara o relajase,relajaras o relajases,relajara o relajase,relajáramos o relajásemos,relajarais o relajaseis,relajaran o relajasen
440,ubicara o ubicase,ubicaras o ubicases,ubicara o ubicase,ubicáramos o ubicásemos,ubicarais o ubicaseis,ubicaran o ubicasen
441,abastara o abastase,abastaras o abastases,abastara o abastase,abastáramos o abastásemos,abastarais o abastaseis,abastaran o abastasen
442,recalentara o recalentase,recalentaras o recalentases,recalentara o recalentase,recalentáramos o recalentásemos,recalentarais o recalentaseis,recalentaran o recalentasen
443,permaneciera o permaneciese,permanecieras o permanecieses,permaneciera o permaneciese,permaneciéramos o permaneciésemos,permanecierais o permanecieseis,permanecieran o permaneciesen
444,floreciera o floreciese,florecieras o florecieses,floreciera o floreciese,floreciéramos o floreciésemos,florecierais o florecieseis,florecieran o floreciesen
445,zumbara o zumbase,zumbaras o zumbases,zumbara o zumbase,zumbáramos o zumbásemos,zumbarais o zumbaseis,zumbaran o zumbasen
446,fichara o fichase,ficharas o fichases,fichara o fichase,ficháramos o fichásemos,ficharais o fichaseis,ficharan o fichasen
447,zarpara o zarpase,zarparas o zarpases,zarpara o zarpase,zarpáramos o zarpásemos,zarparais o zarpaseis,zarparan o zarpasen
448,maldijera o maldijese,maldijeras o maldijeses,maldijera o maldijese,maldijéramos o maldijésemos,maldijerais o maldijeseis,maldijeran o maldijesen
449,lamentara o lamentase,lamentaras o lamentases,lamentara o lamentase,lamentáramos o lamentásemos,lamentarais o lamentaseis,lamentaran o lamentasen
450,alegrara o alegrase,alegraras o alegrases,alegrara o alegrase,alegráramos o alegrásemos,alegrarais o alegraseis,alegraran o alegrasen
451,agregara o agregase,agregaras o agregases,agregara o agregase,agregáramos o agregásemos,agregarais o agregaseis,agregaran o agregasen
452,careciera o careciese,carecieras o carecieses,careciera o careciese,careciéramos o careciésemos,carecierais o carecieseis,carecieran o careciesen
453,existiera o existiese,existieras o existieses,existiera o existiese,existiéramos o existiésemos,existierais o existieseis,existieran o existiesen
454,educara o educase,educaras o educases,educara o educase,educáramos o educásemos,educarais o educaseis,educaran o educasen
455,caracterizara o caracterizase,caracterizaras o caracterizases,caracterizara o caracterizase,caracterizáramos o caracterizásemos,caracterizarais o caracterizaseis,caracterizaran o caracterizasen
456,fiara o fiase,fiaras o fiases,fiara o fiase,fiáramos o fiásemos,fiarais o fiaseis,fiaran o fiasen
457,recetara o recetase,recetaras o recetases,recetara o recetase,recetáramos o recetásemos,recetarais o recetaseis,recetaran o recetasen
458,embarcara o embarcase,embarcaras o embarcases,embarcara o embarcase,embarcáramos o embarcásemos,embarcarais o embarcaseis,embarcaran o embarcasen
459,abjurara o abjurase,abjuraras o abjurases,abjurara o abjurase,abjuráramos o abjurásemos,abjurarais o abjuraseis,abjuraran o abjurasen
460,prometiera o prometiese,prometieras o prometieses,prometiera o prometiese,prometiéramos o prometiésemos,prometierais o prometieseis,prometieran o prometiesen
461,ablandara o ablandase,ablandaras o ablandases,ablandara o ablandase,ablandáramos o ablandásemos,ablandarais o ablandaseis,ablandaran o ablandasen
462,patrullara o patrullase,patrullaras o patrullases,patrullara o patrullase,patrulláramos o patrullásemos,patrullarais o patrullaseis,patrullaran o patrullasen
463,denegara o denegase,denegaras o denegases,denegara o denegase,denegáramos o denegásemos,denegarais o denegaseis,denegaran o denegasen
464,abarrotara o abarrotase,abarrotaras o abarrotases,abarrotara o abarrotase,abarrotáramos o abarrotásemos,abarrotarais o abarrotaseis,abarrotaran o abarrotasen
465,indagara o indagase,indagaras o indagases,indagara o indagase,indagáramos o indagásemos,indagarais o indagaseis,indagaran o indagasen
466,justificara o justificase,justificaras o justificases,justificara o justificase,justificáramos o justificásemos,justificarais o justificaseis,justificaran o justificasen
467,pescara o pescase,pescaras o pescases,pescara o pescase,pescáramos o pescásemos,pescarais o pescaseis,pescaran o pescasen
468,copiara o copiase,copiaras o copiases,copiara o copiase,copiáramos o copiásemos,copiarais o copiaseis,copiaran o copiasen
469,añadiera o añadiese,añadieras o añadieses,añadiera o añadiese,añadiéramos o añadiésemos,añadierais o añadieseis,añadieran o añadiesen
470,equivocara o equivocase,equivocaras o equivocases,equivocara o equivocase,equivocáramos o equivocásemos,equivocarais o equivocaseis,equivocaran o equivocasen
471,blocara o blocase,blocaras o blocases,blocara o blocase,blocáramos o blocásemos,blocarais o blocaseis,blocaran o blocasen
472,abocetara o abocetase,abocetaras o abocetases,abocetara o abocetase,abocetáramos o abocetásemos,abocetarais o abocetaseis,abocetaran o abocetasen
473,opinara u opinase,opinaras u opinases,opinara u opinase,opináramos u opinásemos,opinarais u opinaseis,opinaran u opinasen
474,liara o liase,liaras o liases,liara o liase,liáramos o liásemos,liarais o liaseis,liaran o liasen
475,enojara o enojase,enojaras o enojases,enojara o enojase,enojáramos o enojásemos,enojarais o enojaseis,enojaran o enojasen
476,ofendiera u ofendiese,ofendieras u ofendieses,ofendiera u ofendiese,ofendiéramos u ofendiésemos,ofendierais u ofendieseis,ofendieran u ofendiesen
477,becara o becase,becaras o becases,becara o becase,becáramos o becásemos,becarais o becaseis,becaran o becasen
478,concluyera o concluyese,concluyeras o concluyeses,concluyera o concluyese,concluyéramos o concluyésemos,concluyerais o concluyeseis,concluyeran o concluyesen
479,luchara o luchase,lucharas o luchases,luchara o luchase,lucháramos o luchásemos,lucharais o luchaseis,lucharan o luchasen
480,aconsejara o aconsejase,aconsejaras o aconsejases,aconsejara o aconsejase,aconsejáramos o aconsejásemos,aconsejarais o aconsejaseis,aconsejaran o aconsejasen
481,doblara o doblase,doblaras o doblases,doblara o doblase,dobláramos o doblásemos,doblarais o doblaseis,doblaran o doblasen
482,finalizara o finalizase,finalizaras o finalizases,finalizara o finalizase,finalizáramos o finalizásemos,finalizarais o finalizaseis,finalizaran o finalizasen
483,facturara o facturase,facturaras o facturases,facturara o facturase,facturáramos o facturásemos,facturarais o facturaseis,facturaran o facturasen
484,combinara o combinase,combinaras o combinases,combinara o combinase,combináramos o combinásemos,combinarais o combinaseis,combinaran o combinasen
485,significara o significase,significaras o significases,significara o significase,significáramos o significásemos,significarais o significaseis,significaran o significasen
486,razonara o razonase,razonaras o razonases,razonara o razonase,razonáramos o razonásemos,razonarais o razonaseis,razonaran o razonasen
487,calmara o calmase,calmaras o calmases,calmara o calmase,calmáramos o calmásemos,calmarais o calmaseis,calmaran o calmasen
488,pendiera o pendiese,pendieras o pendieses,pendiera o pendiese,pendiéramos o pendiésemos,pendierais o pendieseis,pendieran o pendiesen
489,declarara o declarase,declararas o declarases,declarara o declarase,declaráramos o declarásemos,declararais o declaraseis,declararan o declarasen
490,vendara o vendase,vendaras o vendases,vendara o vendase,vendáramos o vendásemos,vendarais o vendaseis,vendaran o vendasen
491,robara o robase,robaras o robases,robara o robase,robáramos o robásemos,robarais o robaseis,robaran o robasen
492,reservara o reservase,reservaras o reservases,reservara o reservase,reserváramos o reservásemos,reservarais o reservaseis,reservaran o reservasen
493,capturara o capturase,capturaras o capturases,capturara o capturase,capturáramos o capturásemos,capturarais o capturaseis,capturaran o capturasen
494,maltrajera o maltrajese,maltrajeras o maltrajeses,maltrajera o maltrajese,maltrajéramos o maltrajésemos,maltrajerais o maltrajeseis,maltrajeran o maltrajesen
495,abollara o abollase,abollaras o abollases,abollara o abollase,abolláramos o abollásemos,abollarais o abollaseis,abollaran o abollasen
496,narrara o narrase,narraras o narrases,narrara o narrase,narráramos o narrásemos,narrarais o narraseis,narraran o narrasen
497,charlara o charlase,charlaras o charlases,charlara o charlase,charláramos o charlásemos,charlarais o charlaseis,charlaran o charlasen
498,favoreciera o favoreciese,favorecieras o favorecieses,favoreciera o favoreciese,favoreciéramos o favoreciésemos,favorecierais o favorecieseis,favorecieran o favoreciesen
499,conviniera o conviniese,convinieras o convinieses,conviniera o conviniese,conviniéramos o conviniésemos,convinierais o convinieseis,convinieran o conviniesen
500,decreciera o decreciese,decrecieras o decrecieses,decreciera o decreciese,decreciéramos o decreciésemos,decrecierais o decrecieseis,decrecieran o decreciesen
501,presentara o presentase,presentaras o presentases,presentara o presentase,presentáramos o presentásemos,presentarais o presentaseis,presentaran o presentasen
502,editara o editase,editaras o editases,editara o editase,editáramos o editásemos,editarais o editaseis,editaran o editasen
503,comunicara o comunicase,comunicaras o comunicases,comunicara o comunicase,comunicáramos o comunicásemos,comunicarais o comunicaseis,comunicaran o comunicasen
504,manifestara o manifestase,manifestaras o manifestases,manifestara o manifestase,manifestáramos o manifestásemos,manifestarais o manifestaseis,manifestaran o manifestasen
505,lesionara o lesionase,lesionaras o lesionases,lesionara o lesionase,lesionáramos o lesionásemos,lesionarais o lesionaseis,lesionaran o lesionasen
506,idealizara o idealizase,idealizaras o idealizases,idealizara o idealizase,idealizáramos o idealizásemos,idealizarais o idealizaseis,idealizaran o idealizasen
507,ejercitara o ejercitase,ejercitaras o ejercitases,ejercitara o ejercitase,ejercitáramos o ejercitásemos,ejercitarais o ejercitaseis,ejercitaran o ejercitasen
508,investigara o investigase,investigaras o investigases,investigara o investigase,investigáramos o investigásemos,investigarais o investigaseis,investigaran o investigasen
509,compusiera o compusiese,compusieras o compusieses,compusiera o compusiese,compusiéramos o compusiésemos,compusierais o compusieseis,compusieran o compusiesen
510,ocultara u ocultase,ocultaras u ocultases,ocultara u ocultase,ocultáramos u ocultásemos,ocultarais u ocultaseis,ocultaran u ocultasen
511,felicitara o felicitase,felicitaras o felicitases,felicitara o felicitase,felicitáramos o felicitásemos,felicitarais o felicitaseis,felicitaran o felicitasen
512,flotara o flotase,flotaras o flotases,flotara o flotase,flotáramos o flotásemos,flotarais o flotaseis,flotaran o flotasen
513,durara o durase,duraras o durases,durara o durase,duráramos o durásemos,durarais o duraseis,duraran o durasen
514,emigrara o emigrase,emigraras o emigrases,emigrara o emigrase,emigráramos o emigrásemos,emigrarais o emigraseis,emigraran o emigrasen
515,fastidiara o fastidiase,fastidiaras o fastidiases,fastidiara o fastidiase,fastidiáramos o fastidiásemos,fastidiarais o fastidiaseis,fastidiaran o fastidiasen
516,tapara o tapase,taparas o tapases,tapara o tapase,tapáramos o tapásemos,taparais o tapaseis,taparan o tapasen
517,criara o criase,criaras o criases,criara o criase,criáramos o criásemos,criarais o criaseis,criaran o criasen
518,portara o portase,portaras o portases,portara o portase,portáramos o portásemos,portarais o portaseis,portaran o portasen
519,rezara o rezase,rezaras o rezases,rezara o rezase,rezáramos o rezásemos,rezarais o rezaseis,rezaran o rezasen
520,vagara o vagase,vagaras o vagases,vagara o vagase,vagáramos o vagásemos,vagarais o vagaseis,vagaran o vagasen
521,variara o variase,variaras o variases,variara o variase,variáramos o variásemos,variarais o variaseis,variaran o variasen
522,edificara o edificase,edificaras o edificases,edificara o edificase,edificáramos o edificásemos,edificarais o edificaseis,edificaran o edificasen
523,anunciara o anunciase,anunciaras o anunciases,anunciara o anunciase,anunciáramos o anunciásemos,anunciarais o anunciaseis,anunciaran o anunciasen
524,lograra o lograse,lograras o lograses,lograra o lograse,lográramos o lográsemos,lograrais o lograseis,lograran o lograsen
525,reaccionara o reaccionase,reaccionaras o reaccionases,reaccionara o reaccionase,reaccionáramos o reaccionásemos,reaccionarais o reaccionaseis,reaccionaran o reaccionasen
526,respetara o respetase,respetaras o respetases,respetara o respetase,respetáramos o respetásemos,respetarais o respetaseis,respetaran o respetasen
527,tejiera o tejiese,tejieras o tejieses,tejiera o tejiese,tejiéramos o tejiésemos,tejierais o tejieseis,tejieran o tejiesen
